val_loss,val_accuracy,loss,accuracy,dropout,weight_decay,learning_rate
"[0.6045123338699341, 0.6527301073074341, 0.6898903846740723, 0.6011687517166138, 0.5732488036155701, 0.5153006911277771, 0.7829297780990601, 0.5298582911491394, 0.6706481575965881, 0.7883244156837463, 0.5378771424293518, 0.6084263324737549, 0.4397639036178589, 0.6570554375648499, 0.5133745670318604, 0.7396069169044495, 0.71953946352005, 0.7385779619216919, 0.6429998874664307, 0.4183337986469269, 0.6315419673919678, 0.5266696214675903, 0.5157833099365234, 0.7907342314720154, 0.5205084085464478]","[0.855920135974884, 0.8345221281051636, 0.8801711797714233, 0.7917261123657227, 0.851640522480011, 0.8102710247039795, 0.8473609089851379, 0.8587731719017029, 0.7917261123657227, 0.855920135974884, 0.8131241202354431, 0.8730385303497314, 0.8473609089851379, 0.8388017416000366, 0.8587731719017029, 0.8530670404434204, 0.8430812954902649, 0.8188302516937256, 0.8273894190788269, 0.8730385303497314, 0.8445078730583191, 0.788873016834259, 0.867332398891449, 0.7831668853759766, 0.8174037337303162]","[0.9478820827272203, 0.5814453309078162, 0.5419761434919135, 0.5657221705485613, 0.5174351193626382, 0.48330952129472693, 0.47525499043641267, 0.49022096437946006, 0.47515582834553516, 0.4645898410907158, 0.48335029876809515, 0.49582998976748216, 0.4729856247575874, 0.4855454609095201, 0.4945439365175035, 0.47633111544823714, 0.47335331715070283, 0.47373908995902775, 0.5107069300790118, 0.48448353360521146, 0.5003308641944516, 0.4881608267115731, 0.4880711848919208, 0.49011271937280637, 0.49883972070156]","[0.71011394, 0.8457977, 0.8639601, 0.84651, 0.8732194, 0.8796296, 0.8810541, 0.8710826, 0.87606835, 0.88532764, 0.8803419, 0.869302, 0.87927353, 0.8782051, 0.8796296, 0.87998575, 0.88283473, 0.88390315, 0.866453, 0.8796296, 0.87001425, 0.875, 0.8757123, 0.8764245, 0.86858976]",0.1,0.01,0.005
"[0.909173309803009, 0.774051308631897, 0.6960095763206482, 0.3814872205257416, 0.425439715385437, 0.5385054349899292, 0.4571625888347626, 0.3850506544113159, 0.47323834896087646, 0.4211692810058594, 0.4595129191875458, 0.3053719997406006, 0.4006803333759308, 0.28005456924438477, 0.375906378030777, 0.3861061930656433, 0.37182602286338806, 0.5587535500526428, 0.33051618933677673, 0.3210988938808441, 0.3497755229473114, 0.4183155298233032, 0.4914741516113281, 0.4168488681316376, 0.3445080518722534]","[0.6305277943611145, 0.7503566145896912, 0.804564893245697, 0.8345221281051636, 0.8345221281051636, 0.8259629011154175, 0.8288159966468811, 0.840228259563446, 0.8487874269485474, 0.8273894190788269, 0.855920135974884, 0.8544935584068298, 0.8388017416000366, 0.8502140045166016, 0.8416547775268555, 0.8502140045166016, 0.8659058213233948, 0.8601996898651123, 0.8616262674331665, 0.8630527853965759, 0.8630527853965759, 0.8659058213233948, 0.8587731719017029, 0.8459343910217285, 0.8587731719017029]","[1.575700910003097, 0.9206321748912843, 0.7057924598370522, 0.5956441428926256, 0.52224413901992, 0.4909180817101416, 0.44516292834213994, 0.44377616277107823, 0.41610792831138327, 0.3928867058027164, 0.3842068161719885, 0.37269586630356616, 0.3608460497652364, 0.352376087099059, 0.3440409001291987, 0.33002555064665967, 0.3162339474910345, 0.32308123661921573, 0.30464417625356605, 0.310973651813306, 0.2954910242574507, 0.28264321620308097, 0.2968322301012838, 0.2762627269637551, 0.2888013648341524]","[0.39102563, 0.6574074, 0.7475071, 0.79415953, 0.8247863, 0.8233618, 0.8397436, 0.8482906, 0.8564815, 0.8682336, 0.8611111, 0.8678775, 0.87072647, 0.87393165, 0.8774929, 0.88532764, 0.8860399, 0.88461536, 0.8881766, 0.88782054, 0.8974359, 0.9002849, 0.89529914, 0.9027778, 0.9002849]",0.3,0.00001,0.0005
"[0.7056289315223694, 0.5049704909324646, 0.4115452468395233, 0.44278207421302795, 0.502464771270752, 0.5565279722213745, 0.5031324028968811, 0.40733572840690613, 0.35686951875686646, 0.3509407341480255, 0.2842251658439636, 0.34660792350769043, 0.44283559918403625, 0.3184521198272705, 0.3869224190711975, 0.4081501066684723, 0.5760279297828674, 0.20477499067783356, 0.3401576280593872, 0.25877732038497925, 0.2767042815685272, 0.47278451919555664, 0.2581881582736969, 0.3402346670627594, 0.3329026401042938]","[0.7803138494491577, 0.8102710247039795, 0.8131241202354431, 0.8302425146102905, 0.8459343910217285, 0.8487874269485474, 0.8330955505371094, 0.8459343910217285, 0.8544935584068298, 0.8616262674331665, 0.8659058213233948, 0.8473609089851379, 0.867332398891449, 0.8430812954902649, 0.855920135974884, 0.8601996898651123, 0.855920135974884, 0.871612012386322, 0.8502140045166016, 0.8473609089851379, 0.8487874269485474, 0.8544935584068298, 0.8544935584068298, 0.8330955505371094, 0.871612012386322]","[1.2977598270459731, 0.6357776636411662, 0.5108161191655021, 0.45609875732337646, 0.4015207712636714, 0.37777794672553017, 0.3682427087061086, 0.33602483175758624, 0.3221591573495131, 0.32632595623320665, 0.3093766037724976, 0.2932951351855895, 0.282912014216779, 0.2832963586363018, 0.27751403465400054, 0.2751468387764064, 0.2541670086037399, 0.2685787165776277, 0.25450810900440923, 0.2434630305678756, 0.24605537628346358, 0.24506149528033375, 0.24264670216459833, 0.24344984095999997, 0.22921560447864722]","[0.5117521, 0.7685185, 0.8219373, 0.83618236, 0.85470086, 0.8678775, 0.8689459, 0.8860399, 0.87927353, 0.87856126, 0.8928063, 0.8960114, 0.8942308, 0.89316237, 0.89921653, 0.8956553, 0.9106125, 0.8967236, 0.9074074, 0.912037, 0.9102564, 0.91631055, 0.9145299, 0.9141738, 0.9184473]",0.3,0.00001,0.001
"[0.8160749673843384, 0.5056360363960266, 0.7082316875457764, 0.42891833186149597, 0.33306795358657837, 0.704914927482605, 0.5795395970344543, 0.8528337478637695, 0.4304850399494171, 0.3502572178840637, 0.610012412071228, 0.8447489142417908, 0.7238895893096924, 0.822791576385498, 0.8730050921440125, 0.5295634269714355, 0.19309331476688385, 0.21089589595794678, 0.382974237203598, 0.5648738145828247, 0.22258880734443665, 1.2356312274932861, 0.6296803951263428, 0.4634023904800415, 0.7836889028549194]","[0.7831668853759766, 0.835948646068573, 0.8416547775268555, 0.8145506381988525, 0.8544935584068298, 0.8430812954902649, 0.8373751640319824, 0.8102710247039795, 0.851640522480011, 0.8644793033599854, 0.8573466539382935, 0.7917261123657227, 0.8174037337303162, 0.8487874269485474, 0.8388017416000366, 0.8473609089851379, 0.8701854348182678, 0.8430812954902649, 0.8601996898651123, 0.8445078730583191, 0.8330955505371094, 0.8388017416000366, 0.8288159966468811, 0.8345221281051636, 0.8502140045166016]","[0.7465984087723953, 0.4082686196365248, 0.3943030231358998, 0.37198362637449195, 0.3120187941269997, 0.3286907608352835, 0.3169354103993826, 0.36473725492033865, 0.31735463172961503, 0.32311672787381035, 0.31968724897444417, 0.2947526290545776, 0.29541087464729265, 0.3232248065478442, 0.3191854963954697, 0.29143295744885067, 0.2733190559763514, 0.2774924033048146, 0.32259316899497964, 0.3132039952991355, 0.28794750511816086, 0.29026088127043853, 0.33421645723177157, 0.31244540885303096, 0.309573995167034]","[0.73112535, 0.85149574, 0.8557692, 0.8632479, 0.88532764, 0.8796296, 0.8821225, 0.8742877, 0.88853276, 0.8842593, 0.8935185, 0.89529914, 0.8942308, 0.89245015, 0.8903134, 0.89245015, 0.9017094, 0.9017094, 0.8896011, 0.89387465, 0.9027778, 0.8981481, 0.8888889, 0.8960114, 0.8956553]",0.3,0.00001,0.005
"[0.7974045872688293, 0.6324595212936401, 0.5064703822135925, 0.4263885021209717, 0.25529804825782776, 0.3820108473300934, 0.5391038060188293, 0.456677109003067, 0.4102739095687866, 0.4404066503047943, 0.2620488703250885, 0.2942814826965332, 0.4063030481338501, 0.2993132472038269, 0.3459809720516205, 0.6039387583732605, 0.29462188482284546, 0.4674285650253296, 0.2905861437320709, 0.32761189341545105, 0.2698628008365631, 0.5002379417419434, 0.21085533499717712, 0.3129478693008423, 0.3347550630569458]","[0.7061340808868408, 0.800285279750824, 0.8216832876205444, 0.8430812954902649, 0.835948646068573, 0.8459343910217285, 0.8373751640319824, 0.8601996898651123, 0.8601996898651123, 0.8530670404434204, 0.8587731719017029, 0.851640522480011, 0.8616262674331665, 0.855920135974884, 0.8601996898651123, 0.855920135974884, 0.8473609089851379, 0.8487874269485474, 0.8459343910217285, 0.8630527853965759, 0.8530670404434204, 0.851640522480011, 0.8701854348182678, 0.8601996898651123, 0.8487874269485474]","[1.6901451580205196, 0.9433376002855111, 0.7276968641838117, 0.6143761260217411, 0.5468232123940079, 0.47762881622694836, 0.4592384453173037, 0.427133171052335, 0.422607184220583, 0.39845539446909545, 0.3836337803435801, 0.37219508072929164, 0.3543162928347574, 0.34857954734410995, 0.3432653736524772, 0.331772286285702, 0.3270305356918237, 0.3161649630959557, 0.2939783162371046, 0.3091858721356786, 0.29457250445486816, 0.3033296382664955, 0.3067760161864452, 0.2864091268971435, 0.28324550627982853]","[0.34223646, 0.6559829, 0.7446581, 0.78205127, 0.8076923, 0.8301282, 0.837963, 0.849359, 0.85612535, 0.8593305, 0.8657407, 0.8682336, 0.87713677, 0.8657407, 0.88247865, 0.88532764, 0.87927353, 0.88853276, 0.9013533, 0.88710827, 0.89850426, 0.8945869, 0.8928063, 0.9017094, 0.900641]",0.3,0.0001,0.0005
"[0.5872307419776917, 0.5642584562301636, 0.4683156907558441, 0.46552208065986633, 0.46895819902420044, 0.6838558316230774, 0.5105714797973633, 0.5239773988723755, 0.4004698097705841, 0.549157440662384, 0.39563482999801636, 0.4851627051830292, 0.7368553280830383, 0.4029269516468048, 0.38471344113349915, 0.643409788608551, 0.36827054619789124, 0.2236325740814209, 0.6763449907302856, 0.5541744828224182, 0.3858449161052704, 0.4416578412055969, 0.4925134479999542, 0.5232039093971252, 0.2687240540981293]","[0.7446504831314087, 0.7974322438240051, 0.800285279750824, 0.8302425146102905, 0.8430812954902649, 0.8345221281051636, 0.8388017416000366, 0.8330955505371094, 0.8473609089851379, 0.8316690325737, 0.8473609089851379, 0.8544935584068298, 0.8445078730583191, 0.8601996898651123, 0.855920135974884, 0.8587731719017029, 0.8473609089851379, 0.8544935584068298, 0.851640522480011, 0.835948646068573, 0.8459343910217285, 0.8587731719017029, 0.8701854348182678, 0.8630527853965759, 0.8587731719017029]","[1.3010825557246846, 0.6359994061652072, 0.5048111155841425, 0.45568302672812744, 0.40581128807828637, 0.38090852548254184, 0.34422852374889235, 0.32689324810973597, 0.3262592493808507, 0.306829059395695, 0.3160790831614763, 0.2935493048439678, 0.2930120606707711, 0.2907919928728685, 0.29048248267920945, 0.28384746967727303, 0.26106247925690435, 0.2722116847578277, 0.25832780737143296, 0.2470830654316818, 0.26041875652268404, 0.2500581625859622, 0.24550519947312835, 0.2395397433188566, 0.25349469291858184]","[0.5007123, 0.77279204, 0.8240741, 0.8358262, 0.8557692, 0.866453, 0.8782051, 0.89102566, 0.88995725, 0.8906695, 0.87998575, 0.89636755, 0.89102566, 0.89636755, 0.89636755, 0.8942308, 0.9066951, 0.9074074, 0.9102564, 0.9127493, 0.9017094, 0.90527064, 0.9042023, 0.9145299, 0.9074074]",0.3,0.0001,0.001
"[0.6048984527587891, 0.32292038202285767, 0.3801499009132385, 0.39648160338401794, 0.5263268351554871, 0.5570823550224304, 0.7049079537391663, 0.5758873820304871, 0.2028968185186386, 0.39241844415664673, 0.3094766438007355, 0.5012844800949097, 0.5163292288780212, 0.31415459513664246, 0.7495982646942139, 0.714165985584259, 0.5837779641151428, 0.4450572729110718, 0.42781883478164673, 0.6816855669021606, 1.0513701438903809, 0.7943251132965088, 0.7418969869613647, 0.34661078453063965, 0.6383590698242188]","[0.8116976022720337, 0.8573466539382935, 0.855920135974884, 0.820256769657135, 0.8587731719017029, 0.8288159966468811, 0.8587731719017029, 0.8273894190788269, 0.8530670404434204, 0.8530670404434204, 0.855920135974884, 0.8430812954902649, 0.8330955505371094, 0.8288159966468811, 0.8502140045166016, 0.8288159966468811, 0.8544935584068298, 0.8587731719017029, 0.8430812954902649, 0.8445078730583191, 0.8102710247039795, 0.8074179887771606, 0.8273894190788269, 0.8587731719017029, 0.8388017416000366]","[0.9033966493232977, 0.456959709397748, 0.3955217608783999, 0.3731980354357988, 0.32432023174742347, 0.3292616126034674, 0.31643510161981286, 0.3178723617496654, 0.3141795720512371, 0.30585805405239097, 0.3020103927011843, 0.3051905224465916, 0.31733863433541737, 0.30438872509532505, 0.33775885297022656, 0.3040120059948022, 0.33165586741901193, 0.29863387651932544, 0.2815363317982763, 0.26561893038770074, 0.25898547508777714, 0.3022126531668878, 0.2861190653934098, 0.2863429780529435, 0.325394690164134]","[0.6780627, 0.837963, 0.8596866, 0.86538464, 0.8842593, 0.8817664, 0.88390315, 0.88782054, 0.8881766, 0.88782054, 0.89245015, 0.89636755, 0.8856838, 0.8967236, 0.8849715, 0.8995727, 0.8867521, 0.89529914, 0.9020655, 0.9113248, 0.9127493, 0.8981481, 0.9017094, 0.9017094, 0.8945869]",0.3,0.0001,0.005
"[0.878265380859375, 0.6773417592048645, 0.5284799337387085, 0.4723368287086487, 0.43098095059394836, 0.4521392583847046, 0.46186143159866333, 0.3588908314704895, 0.4755784571170807, 0.49289000034332275, 0.3245246112346649, 0.3531609773635864, 0.5710369348526001, 0.2366006076335907, 0.30541253089904785, 0.40439486503601074, 0.4360935091972351, 0.30357587337493896, 0.3457127511501312, 0.37378689646720886, 0.35605400800704956, 0.31029629707336426, 0.31527698040008545, 0.4895392060279846, 0.2851394712924957]","[0.6633380651473999, 0.7417974472045898, 0.7660484910011292, 0.7974322438240051, 0.804564893245697, 0.8231098651885986, 0.8487874269485474, 0.8373751640319824, 0.8487874269485474, 0.8630527853965759, 0.8701854348182678, 0.8701854348182678, 0.8630527853965759, 0.8659058213233948, 0.8687589168548584, 0.8573466539382935, 0.8687589168548584, 0.8773181438446045, 0.8630527853965759, 0.871612012386322, 0.8573466539382935, 0.8644793033599854, 0.8758915662765503, 0.8687589168548584, 0.8659058213233948]","[1.5621249176498153, 0.9459557295524836, 0.7091928185560764, 0.5932155066405945, 0.5348155800773208, 0.49627922683359893, 0.47554137334864366, 0.43706079120309943, 0.4124789804305106, 0.39324278751669445, 0.37855905455741445, 0.38246365396725146, 0.3710704973110786, 0.3564293148510816, 0.359878024739078, 0.3361489782985459, 0.341680853455155, 0.3237550475149073, 0.32094364700324174, 0.31172019302675186, 0.3107425606148875, 0.3131768354493329, 0.30659372140878965, 0.30638682604515316, 0.3010041025119629]","[0.39494303, 0.64779204, 0.7482194, 0.8002137, 0.8194444, 0.8287037, 0.84081197, 0.849359, 0.8571937, 0.86858976, 0.872151, 0.8732194, 0.8689459, 0.8810541, 0.8821225, 0.88782054, 0.8856838, 0.8906695, 0.8942308, 0.9013533, 0.8945869, 0.894943, 0.89850426, 0.8981481, 0.894943]",0.3,0.001,0.0005
"[0.655402660369873, 0.5590277910232544, 0.37324926257133484, 0.3789477050304413, 0.4260394871234894, 0.345314621925354, 0.43653860688209534, 0.42873817682266235, 0.47860899567604065, 0.37435638904571533, 0.38480260968208313, 0.26833459734916687, 0.3577748239040375, 0.29461124539375305, 0.4170723259449005, 0.6141437888145447, 0.4925675392150879, 0.4964921176433563, 0.3242800235748291, 0.4512788653373718, 0.5161526203155518, 0.47849997878074646, 0.28464600443840027, 0.4172278046607971, 0.4374167323112488]","[0.7660484910011292, 0.8088445067405701, 0.8245363831520081, 0.8487874269485474, 0.8231098651885986, 0.8445078730583191, 0.855920135974884, 0.855920135974884, 0.851640522480011, 0.855920135974884, 0.8544935584068298, 0.8659058213233948, 0.867332398891449, 0.8587731719017029, 0.8616262674331665, 0.8430812954902649, 0.8302425146102905, 0.8573466539382935, 0.855920135974884, 0.8445078730583191, 0.851640522480011, 0.8573466539382935, 0.8473609089851379, 0.8601996898651123, 0.8601996898651123]","[1.3319609368968213, 0.6753533406135364, 0.5367818414485692, 0.45051208953572136, 0.43346796042559155, 0.3986788787733116, 0.37588821975593895, 0.3669829439064037, 0.3439739738774096, 0.33199832700935866, 0.3285484803028596, 0.31270881587283905, 0.313396062012072, 0.31011260994988626, 0.303396565027726, 0.29722497949742865, 0.2882283405106292, 0.2713504550803421, 0.2662429642303717, 0.27284314396374587, 0.26824318547534126, 0.2600834204090966, 0.26722812177109245, 0.26621710065423254, 0.26109954044010564]","[0.49643874, 0.761396, 0.82122505, 0.8433049, 0.8543447, 0.86289173, 0.875, 0.87606835, 0.88532764, 0.88532764, 0.886396, 0.8945869, 0.8960114, 0.900641, 0.8942308, 0.89921653, 0.9027778, 0.9102564, 0.9159544, 0.9056268, 0.9066951, 0.91773504, 0.9031339, 0.9099003, 0.91239315]",0.3,0.001,0.001
"[0.4376681447029114, 0.4627269506454468, 0.4675138294696808, 0.2986334264278412, 0.8678842782974243, 0.9137011766433716, 0.4477401375770569, 0.5335809588432312, 0.5314371585845947, 0.43976497650146484, 0.6619616150856018, 0.4903019070625305, 0.46514540910720825, 0.6250894665718079, 0.5347902774810791, 0.5137189030647278, 0.9015523791313171, 0.47223612666130066, 0.6120471358299255, 0.35904669761657715, 0.5106064677238464, 0.5062816143035889, 0.7215219736099243, 0.39317694306373596, 0.4944024085998535]","[0.8587731719017029, 0.8659058213233948, 0.8787446618080139, 0.840228259563446, 0.8031383752822876, 0.8430812954902649, 0.8259629011154175, 0.8687589168548584, 0.8601996898651123, 0.8430812954902649, 0.851640522480011, 0.8601996898651123, 0.8487874269485474, 0.8573466539382935, 0.8473609089851379, 0.8544935584068298, 0.8302425146102905, 0.8616262674331665, 0.8601996898651123, 0.871612012386322, 0.8459343910217285, 0.8473609089851379, 0.840228259563446, 0.855920135974884, 0.8573466539382935]","[0.8958281973148683, 0.4837903191900661, 0.3852278586381521, 0.36674299309735964, 0.3855879638354663, 0.3520412838187313, 0.33701625084265685, 0.3671971371031215, 0.36088414562393795, 0.34563513944970914, 0.32304687798023224, 0.3083374239610471, 0.3548522450645425, 0.3754317261214949, 0.3627963314878295, 0.3384990938368686, 0.3351774467871739, 0.3413541927466705, 0.3479913515582723, 0.38689904810696246, 0.3464240131215153, 0.3394526393495054, 0.32788339231768227, 0.3637664329971683, 0.36861853993516364]","[0.67770654, 0.8354701, 0.87464386, 0.8732194, 0.86858976, 0.8817664, 0.8896011, 0.88247865, 0.8821225, 0.8856838, 0.894943, 0.9002849, 0.8842593, 0.8803419, 0.89102566, 0.8956553, 0.89316237, 0.8995727, 0.89707977, 0.8831909, 0.89707977, 0.9020655, 0.90491456, 0.89245015, 0.89102566]",0.3,0.001,0.005
"[1.2078710794448853, 0.8622215390205383, 0.5790867805480957, 0.5991637706756592, 0.5430243611335754, 0.5818711519241333, 0.5320858955383301, 0.5405213236808777, 0.4908501207828522, 0.536092221736908, 0.5232040882110596, 0.45269662141799927, 0.4912604093551636, 0.4879399240016937, 0.6309329271316528, 0.3790498971939087, 0.40143057703971863, 0.4870451092720032, 0.5026323199272156, 0.6271403431892395, 0.5732323527336121, 0.5954211950302124, 0.49531853199005127, 0.47714942693710327, 0.4424426257610321]","[0.6348074078559875, 0.7902995944023132, 0.8388017416000366, 0.8345221281051636, 0.8430812954902649, 0.8502140045166016, 0.8644793033599854, 0.8445078730583191, 0.8630527853965759, 0.867332398891449, 0.8701854348182678, 0.8587731719017029, 0.8630527853965759, 0.8773181438446045, 0.8630527853965759, 0.8587731719017029, 0.8858773112297058, 0.8630527853965759, 0.8787446618080139, 0.8587731719017029, 0.871612012386322, 0.8744650483131409, 0.8773181438446045, 0.8687589168548584, 0.8616262674331665]","[1.758445557026442, 1.0702978912581744, 0.81533455543029, 0.6944054694596858, 0.6508966336223135, 0.5964078203565375, 0.5546569165341195, 0.5476015429211478, 0.5196581336847398, 0.4941267851750735, 0.4979468564532082, 0.4787637630419174, 0.4709530014258165, 0.4563628083620316, 0.4517678910510832, 0.445145447624375, 0.43000115331081923, 0.4199947927072856, 0.4181038996263107, 0.426318076261428, 0.42369987456886854, 0.4007636869055593, 0.3970354085634237, 0.3887273552071335, 0.4024180219723628]","[0.36858973, 0.6502849, 0.755698, 0.80519944, 0.81980056, 0.8397436, 0.85363245, 0.84615386, 0.863604, 0.8678775, 0.86467236, 0.877849, 0.88390315, 0.88390315, 0.8856838, 0.8796296, 0.894943, 0.89245015, 0.9002849, 0.8960114, 0.89138174, 0.900641, 0.900641, 0.9102564, 0.9017094]",0.3,0.01,0.0005
"[0.7486995458602905, 0.6985366940498352, 0.6060264706611633, 0.6050388813018799, 0.504175066947937, 0.5382709503173828, 0.6493391990661621, 0.5991012454032898, 0.5991936922073364, 0.5321390628814697, 0.44229382276535034, 0.6226708292961121, 0.2828896641731262, 0.417519748210907, 0.5893968343734741, 0.4487680196762085, 0.5450351238250732, 0.4383537769317627, 0.4863883852958679, 0.40627992153167725, 0.5163761377334595, 0.4778219163417816, 0.44864436984062195, 0.2822359502315521, 0.5406932234764099]","[0.7931526303291321, 0.8273894190788269, 0.8330955505371094, 0.8544935584068298, 0.8630527853965759, 0.8630527853965759, 0.8573466539382935, 0.867332398891449, 0.8701854348182678, 0.8687589168548584, 0.8659058213233948, 0.871612012386322, 0.8758915662765503, 0.8758915662765503, 0.8601996898651123, 0.8701854348182678, 0.8659058213233948, 0.8644793033599854, 0.8487874269485474, 0.8773181438446045, 0.8188302516937256, 0.8687589168548584, 0.8373751640319824, 0.8587731719017029, 0.867332398891449]","[1.3944724051021782, 0.7547733697116884, 0.628140257294701, 0.5668112599951589, 0.5296833379316194, 0.4963756004969279, 0.47759421700425975, 0.4447038139712777, 0.44740658353196927, 0.4330435231370464, 0.42390934456447593, 0.4001806198361932, 0.3918967547579708, 0.39517571630640924, 0.392328270565071, 0.393845138726411, 0.38866195863807984, 0.39213607496345826, 0.3803177730649964, 0.3795595419542742, 0.39040510538976075, 0.37870963618286657, 0.36609991128288444, 0.36263539818277385, 0.36372975814036834]","[0.5014245, 0.7792023, 0.82086897, 0.84757835, 0.8543447, 0.86716527, 0.8732194, 0.8881766, 0.8842593, 0.8935185, 0.88995725, 0.9017094, 0.9031339, 0.9002849, 0.9045584, 0.90491456, 0.8981481, 0.89992875, 0.90954417, 0.90954417, 0.9081197, 0.9066951, 0.9131054, 0.9188034, 0.91239315]",0.3,0.01,0.001
