val_loss,val_accuracy,loss,accuracy,dropout,weight_decay,learning_rate
"[0.5364669561386108, 0.5824263095855713, 0.6068991422653198, 0.7543554306030273, 0.5789780616760254, 0.4379922151565552, 0.5267334580421448, 0.9172652363777161, 0.6419403553009033, 0.7455579042434692, 0.6032866835594177, 0.6046725511550903, 1.0051372051239014, 0.7608168125152588, 0.6582628488540649, 0.7258033752441406, 0.5340023040771484, 0.954377293586731, 0.5461788177490234, 0.5428699254989624, 0.5570129156112671, 0.629166841506958, 0.5769741535186768, 0.4860103130340576, 0.6692187190055847]","[0.8601996898651123, 0.8573466539382935, 0.8587731719017029, 0.8388017416000366, 0.8616262674331665, 0.871612012386322, 0.8430812954902649, 0.7974322438240051, 0.8316690325737, 0.8544935584068298, 0.815977156162262, 0.8259629011154175, 0.8131241202354431, 0.8302425146102905, 0.8573466539382935, 0.8416547775268555, 0.835948646068573, 0.7960057258605957, 0.8530670404434204, 0.855920135974884, 0.8145506381988525, 0.8102710247039795, 0.8487874269485474, 0.804564893245697, 0.8573466539382935]","[0.952103195367036, 0.5731017148053205, 0.519122204379818, 0.5234233853314337, 0.5034479959058625, 0.49321804087386173, 0.4680939461091305, 0.5169905974314764, 0.49271035924596324, 0.5127196580256492, 0.5326107346434199, 0.5162000921037462, 0.4725815939088153, 0.4733548838528473, 0.4869292440407636, 0.500550522763505, 0.4792391778397085, 0.4989652083470271, 0.5053115298605373, 0.4981377145164033, 0.5117718794746616, 0.5319932052212902, 0.5138000667604625, 0.5157330363903969, 0.4699703649408118]","[0.7065527, 0.8468661, 0.8668091, 0.8554131, 0.866453, 0.875, 0.88141024, 0.866453, 0.8732194, 0.8668091, 0.8611111, 0.86752135, 0.8849715, 0.8789174, 0.87606835, 0.86609685, 0.8774929, 0.8710826, 0.8717949, 0.87393165, 0.87856126, 0.8668091, 0.87286323, 0.8717949, 0.88532764]",0.3,0.01,0.005
"[1.0483750104904175, 0.872519850730896, 0.7691094279289246, 0.5261176228523254, 0.4890419840812683, 0.3603050708770752, 0.4977991580963135, 0.5491936206817627, 0.2486150562763214, 0.2902980446815491, 0.39691129326820374, 0.2552618682384491, 0.2928358018398285, 0.37207090854644775, 0.536954939365387, 0.3222353160381317, 0.33177638053894043, 0.3257133960723877, 0.43930959701538086, 0.41127610206604004, 0.40636417269706726, 0.5028296113014221, 0.4297391474246979, 0.31956493854522705, 0.24891364574432373]","[0.6547788977622986, 0.7489300966262817, 0.7945791482925415, 0.8131241202354431, 0.8216832876205444, 0.8373751640319824, 0.815977156162262, 0.8388017416000366, 0.8388017416000366, 0.8316690325737, 0.8573466539382935, 0.8544935584068298, 0.8644793033599854, 0.8473609089851379, 0.855920135974884, 0.8616262674331665, 0.8573466539382935, 0.8630527853965759, 0.867332398891449, 0.8573466539382935, 0.840228259563446, 0.8630527853965759, 0.8773181438446045, 0.8630527853965759, 0.8616262674331665]","[1.590678998208114, 0.9316219105000509, 0.7015738410827441, 0.5872014425588808, 0.5088937992383952, 0.4932911829051808, 0.4542716809487411, 0.4341394331550326, 0.3997374131129338, 0.3830001214121142, 0.36902059839661644, 0.35176436870526046, 0.34811727936111625, 0.3541845357485986, 0.3297870562881486, 0.3322507491138926, 0.3176498660165021, 0.3062047787711152, 0.32162682325751696, 0.2937246448973305, 0.2876053348480806, 0.30218277536226473, 0.2826692570648302, 0.2807282506570517, 0.2824680755111227]","[0.38639602, 0.66096866, 0.755698, 0.7905983, 0.83368945, 0.8272792, 0.83760685, 0.84508544, 0.8603989, 0.8639601, 0.8710826, 0.875, 0.87856126, 0.8703704, 0.8849715, 0.87998575, 0.892094, 0.89529914, 0.88532764, 0.89245015, 0.8967236, 0.8888889, 0.89850426, 0.90384614, 0.9013533]",0.5,0.00001,0.0005
"[0.6863468885421753, 0.41315600275993347, 0.39352473616600037, 0.3357108235359192, 0.49017560482025146, 0.3045825660228729, 0.3804682791233063, 0.3959735631942749, 0.43582683801651, 0.37685441970825195, 0.3761293292045593, 0.30464640259742737, 0.3032386600971222, 0.3935205340385437, 0.45193809270858765, 0.27495136857032776, 0.48907455801963806, 0.24066084623336792, 0.36851298809051514, 0.2900314927101135, 0.5177493095397949, 0.25017184019088745, 0.2676694393157959, 0.23330096900463104, 0.34341251850128174]","[0.7931526303291321, 0.815977156162262, 0.804564893245697, 0.835948646068573, 0.8473609089851379, 0.8544935584068298, 0.8430812954902649, 0.8630527853965759, 0.867332398891449, 0.8601996898651123, 0.8644793033599854, 0.8644793033599854, 0.867332398891449, 0.855920135974884, 0.8487874269485474, 0.8587731719017029, 0.8616262674331665, 0.8630527853965759, 0.8630527853965759, 0.8659058213233948, 0.8644793033599854, 0.8616262674331665, 0.8630527853965759, 0.8659058213233948, 0.867332398891449]","[1.315928093728177, 0.627823311209339, 0.5300080569041761, 0.45366083378465766, 0.3997950249078267, 0.38923566344796423, 0.35841986002066195, 0.3400901025346881, 0.33227942081598133, 0.3392693981146201, 0.31917507195065165, 0.30736663283785526, 0.27845302402463734, 0.27752776010933083, 0.27495414358258585, 0.2760902101497705, 0.25500821579046057, 0.2532279801334751, 0.25706928505686955, 0.2587334872395904, 0.24576825845954764, 0.2546321654591465, 0.23846828958757244, 0.24059463651091964, 0.2295869759939335]","[0.49679488, 0.7816951, 0.8141026, 0.83903134, 0.86075497, 0.8618234, 0.8710826, 0.8817664, 0.87606835, 0.877849, 0.8821225, 0.8881766, 0.9027778, 0.89921653, 0.900641, 0.8974359, 0.90776354, 0.9081197, 0.90384614, 0.9020655, 0.9145299, 0.90918803, 0.9166667, 0.90918803, 0.91381764]",0.5,0.00001,0.001
"[0.3402791917324066, 0.4981938600540161, 0.7119648456573486, 0.3831177353858948, 0.5061654448509216, 0.3665419816970825, 0.41985273361206055, 0.47358381748199463, 0.36516761779785156, 0.39356565475463867, 0.4625391662120819, 0.42670270800590515, 0.31982749700546265, 0.2771517038345337, 0.37488701939582825, 0.21716758608818054, 0.7715010643005371, 1.0594983100891113, 0.46570345759391785, 0.31052595376968384, 0.2789318561553955, 0.4861329197883606, 0.6478316187858582, 0.6001959443092346, 0.47673097252845764]","[0.7960057258605957, 0.8345221281051636, 0.8502140045166016, 0.8530670404434204, 0.8644793033599854, 0.8659058213233948, 0.8288159966468811, 0.8601996898651123, 0.8587731719017029, 0.8573466539382935, 0.8701854348182678, 0.855920135974884, 0.8659058213233948, 0.8416547775268555, 0.8644793033599854, 0.8601996898651123, 0.8630527853965759, 0.8430812954902649, 0.8659058213233948, 0.8601996898651123, 0.8544935584068298, 0.8530670404434204, 0.8373751640319824, 0.855920135974884, 0.8216832876205444]","[0.8322538580649939, 0.4282064949005757, 0.3770795882257641, 0.3360518101613406, 0.3572060988839196, 0.3273478766791841, 0.33865109349248074, 0.3713704461385722, 0.34814764308793594, 0.27873046823546416, 0.27492911718849444, 0.2819099880096919, 0.3048838724268128, 0.2927226729882069, 0.35985870222080807, 0.2900031675130893, 0.29126212968785536, 0.2926246782823166, 0.31518878140340845, 0.356833852594055, 0.299739095347899, 0.2965786531355306, 0.30199360847473145, 0.2828421376624338, 0.260204602680315]","[0.6908832, 0.8425926, 0.86467236, 0.8782051, 0.8689459, 0.8796296, 0.8789174, 0.87393165, 0.87535614, 0.8981481, 0.9017094, 0.9066951, 0.89245015, 0.89921653, 0.8782051, 0.9027778, 0.9017094, 0.9031339, 0.8945869, 0.88853276, 0.8917379, 0.90384614, 0.89707977, 0.9027778, 0.90954417]",0.5,0.00001,0.005
"[1.2611761093139648, 0.6845869421958923, 0.655977189540863, 0.6091859936714172, 0.49458903074264526, 0.5011546015739441, 0.5113877058029175, 0.44628670811653137, 0.3692401051521301, 0.39845672249794006, 0.36616256833076477, 0.2558293342590332, 0.29094570875167847, 0.3062661290168762, 0.3901139795780182, 0.40940526127815247, 0.49449053406715393, 0.40506044030189514, 0.28669407963752747, 0.462388813495636, 0.5157290697097778, 0.37021899223327637, 0.3846803307533264, 0.4141330420970917, 0.5733864307403564]","[0.5135520696640015, 0.7631954550743103, 0.7845934629440308, 0.8174037337303162, 0.8145506381988525, 0.8416547775268555, 0.8502140045166016, 0.8288159966468811, 0.8459343910217285, 0.855920135974884, 0.871612012386322, 0.8573466539382935, 0.8687589168548584, 0.8815976977348328, 0.8430812954902649, 0.840228259563446, 0.8758915662765503, 0.8416547775268555, 0.8659058213233948, 0.8530670404434204, 0.867332398891449, 0.8730385303497314, 0.8773181438446045, 0.8815976977348328, 0.8730385303497314]","[1.70505888441689, 0.9679602849857081, 0.699574391726415, 0.6038834676783309, 0.5441215359247648, 0.5059441384087261, 0.45636475442821145, 0.43397984800175726, 0.39965643553312685, 0.39616605979085306, 0.3708849905053435, 0.36622066052890573, 0.3635164234373305, 0.34317095866400293, 0.3355770842981474, 0.32007804500241566, 0.3215661412290698, 0.3212929541229183, 0.31592989918852804, 0.29851052954665613, 0.295528211569854, 0.2915564231213681, 0.2799491303259151, 0.29676427443822223, 0.28045682893519386]","[0.3368946, 0.636396, 0.75783473, 0.7852564, 0.8055556, 0.8230057, 0.84223646, 0.8504273, 0.8678775, 0.8564815, 0.8717949, 0.87143874, 0.8774929, 0.87998575, 0.88461536, 0.88853276, 0.88141024, 0.88532764, 0.88853276, 0.89138174, 0.89102566, 0.89707977, 0.89850426, 0.9017094, 0.8956553]",0.5,0.0001,0.0005
"[0.6102668046951294, 0.492588609457016, 0.4922321140766144, 0.389690101146698, 0.363831102848053, 0.41550856828689575, 0.360930472612381, 0.31154850125312805, 0.42190274596214294, 0.502191960811615, 0.2977842092514038, 0.2368859201669693, 0.36627840995788574, 0.5323164463043213, 0.5735102295875549, 0.3472214341163635, 0.47749409079551697, 0.7012431621551514, 0.49529829621315, 0.25523048639297485, 0.5863389372825623, 0.2785740792751312, 0.4971504211425781, 0.40345823764801025, 0.33254891633987427]","[0.7275320887565613, 0.7931526303291321, 0.8059914112091064, 0.8502140045166016, 0.8473609089851379, 0.840228259563446, 0.8530670404434204, 0.8544935584068298, 0.8630527853965759, 0.851640522480011, 0.8502140045166016, 0.8573466539382935, 0.8445078730583191, 0.8530670404434204, 0.8502140045166016, 0.8587731719017029, 0.855920135974884, 0.8430812954902649, 0.8544935584068298, 0.8601996898651123, 0.8473609089851379, 0.8701854348182678, 0.8445078730583191, 0.8473609089851379, 0.8758915662765503]","[1.3353449051876014, 0.6558112096243095, 0.51140238943263, 0.4436787644512633, 0.4043664049219202, 0.3855497152717025, 0.3529292524200559, 0.33569154542395874, 0.3308026821185381, 0.3197587707273641, 0.31115238585023797, 0.2957463626168732, 0.28552356489703185, 0.2716399827743867, 0.2756742161733133, 0.2732135318113528, 0.2629905263243238, 0.2560019283382981, 0.25025060908746855, 0.2661861272958609, 0.2649453257733261, 0.2597659188627857, 0.24443060134211156, 0.2445307789195297, 0.2524698157595773]","[0.48539886, 0.7638889, 0.8240741, 0.8497151, 0.86075497, 0.8689459, 0.8725071, 0.87998575, 0.8789174, 0.88853276, 0.8856838, 0.89316237, 0.8967236, 0.9013533, 0.89921653, 0.9020655, 0.9074074, 0.90954417, 0.9088319, 0.89992875, 0.90099716, 0.9106125, 0.9113248, 0.9106125, 0.9066951]",0.5,0.0001,0.001
"[0.3405984044075012, 0.33053597807884216, 0.3278689384460449, 0.4978332817554474, 0.33734583854675293, 0.46889057755470276, 0.4754787087440491, 0.8815993666648865, 0.6741417050361633, 0.42424285411834717, 0.7575559020042419, 1.118727207183838, 0.6335728168487549, 0.5952561497688293, 0.7583529949188232, 1.1201941967010498, 0.5384694933891296, 0.5155952572822571, 0.5107227563858032, 0.8005202412605286, 0.5873209834098816, 0.6660860776901245, 0.6002147793769836, 0.21267469227313995, 0.33163362741470337]","[0.8373751640319824, 0.8459343910217285, 0.8430812954902649, 0.8573466539382935, 0.8701854348182678, 0.8231098651885986, 0.820256769657135, 0.8502140045166016, 0.8502140045166016, 0.8430812954902649, 0.8487874269485474, 0.7974322438240051, 0.8330955505371094, 0.8330955505371094, 0.7917261123657227, 0.7917261123657227, 0.8017118573188782, 0.8174037337303162, 0.820256769657135, 0.840228259563446, 0.8259629011154175, 0.8445078730583191, 0.8573466539382935, 0.8587731719017029, 0.8487874269485474]","[0.8320742957612388, 0.41636941066155064, 0.36772835237687806, 0.337028750327238, 0.32607640572253116, 0.32268834699932325, 0.31900812350107394, 0.33953882155255377, 0.3381409364887792, 0.3003095480111929, 0.28786780818914753, 0.3051694742804579, 0.35978006110911354, 0.2897413272378791, 0.3320029114301388, 0.2880861268423901, 0.31022571065487003, 0.3158897977439087, 0.3586218010666024, 0.28288005572608393, 0.3170190716740752, 0.29707500448933355, 0.31374512031207397, 0.3167197708560531, 0.3046229387450422]","[0.7022792, 0.8525641, 0.8668091, 0.87606835, 0.87606835, 0.87927353, 0.88247865, 0.8789174, 0.8842593, 0.8974359, 0.89921653, 0.8960114, 0.88247865, 0.892094, 0.8881766, 0.9027778, 0.89921653, 0.8956553, 0.8860399, 0.9045584, 0.89245015, 0.89707977, 0.89992875, 0.9013533, 0.89529914]",0.5,0.0001,0.005
"[0.8916822671890259, 0.6728444695472717, 0.49806636571884155, 0.5605512261390686, 0.5353701114654541, 0.5015171766281128, 0.46878987550735474, 0.6422887444496155, 0.4515010118484497, 0.41461238265037537, 0.42913106083869934, 0.466589093208313, 0.390060693025589, 0.478181928396225, 0.4437323808670044, 0.4793602526187897, 0.38077038526535034, 0.4530408978462219, 0.32178425788879395, 0.712891161441803, 0.2291630059480667, 0.37475478649139404, 0.3531940281391144, 0.6205732822418213, 0.38462814688682556]","[0.671897292137146, 0.7432239651679993, 0.7689015865325928, 0.7874464988708496, 0.7774607539176941, 0.7803138494491577, 0.8074179887771606, 0.8116976022720337, 0.8116976022720337, 0.8245363831520081, 0.820256769657135, 0.8302425146102905, 0.8388017416000366, 0.8388017416000366, 0.8430812954902649, 0.851640522480011, 0.8345221281051636, 0.8487874269485474, 0.8373751640319824, 0.8473609089851379, 0.8473609089851379, 0.8473609089851379, 0.8530670404434204, 0.8644793033599854, 0.867332398891449]","[1.6707486685185011, 0.9460628725524641, 0.6971913543861477, 0.6066901024929818, 0.5524406993491018, 0.4977973431263894, 0.4428660555442854, 0.43539663070966717, 0.4240753030844903, 0.3986121241183702, 0.3970147968187631, 0.37052669773074637, 0.36048641248985575, 0.35798577493072575, 0.34019469943141667, 0.3333600914036786, 0.336027515367565, 0.3113466630294452, 0.3312981745116731, 0.31223992965160274, 0.3051520165724632, 0.3023120974033986, 0.29812818392049895, 0.30452600253103806, 0.29972727329303056]","[0.35470086, 0.65349, 0.75641024, 0.7923789, 0.8073362, 0.82763535, 0.8557692, 0.85470086, 0.8532764, 0.86609685, 0.86716527, 0.87286323, 0.8757123, 0.8767806, 0.8810541, 0.88710827, 0.8945869, 0.8942308, 0.88995725, 0.89850426, 0.89245015, 0.90349, 0.8917379, 0.8974359, 0.89707977]",0.5,0.001,0.0005
"[0.5057641267776489, 0.4899624288082123, 0.5119357109069824, 0.28625139594078064, 0.41233232617378235, 0.3992903530597687, 0.26887819170951843, 0.27278831601142883, 0.28978392481803894, 0.18616661429405212, 0.5459428429603577, 0.2831053137779236, 0.4783044457435608, 0.5263104438781738, 0.5078384280204773, 0.4326476454734802, 0.3516559898853302, 0.36347389221191406, 0.19702264666557312, 0.3093581795692444, 0.31611448526382446, 0.30716216564178467, 0.2714924216270447, 0.2866404354572296, 0.3526848256587982]","[0.788873016834259, 0.804564893245697, 0.8031383752822876, 0.8416547775268555, 0.835948646068573, 0.8644793033599854, 0.8445078730583191, 0.8573466539382935, 0.8487874269485474, 0.8473609089851379, 0.8530670404434204, 0.8459343910217285, 0.8416547775268555, 0.8373751640319824, 0.835948646068573, 0.8473609089851379, 0.8473609089851379, 0.8416547775268555, 0.8616262674331665, 0.8616262674331665, 0.8601996898651123, 0.8744650483131409, 0.8601996898651123, 0.8430812954902649, 0.8644793033599854]","[1.279183618363492, 0.658746334901902, 0.5298887455565298, 0.4463260398800896, 0.4247825719692089, 0.3955118461721643, 0.37925994302812127, 0.377649961288838, 0.3453392122375999, 0.3310306889039499, 0.32329408888123995, 0.3226135759441941, 0.31770911367021054, 0.2839068958052882, 0.28884502697704184, 0.2781660408206135, 0.29135865932516225, 0.2840698284131509, 0.273806430930086, 0.2879595560820354, 0.27814017461236046, 0.2701411115647721, 0.2765442511210075, 0.2604935259221286, 0.27308047390901125]","[0.5238604, 0.7678063, 0.8158832, 0.84508544, 0.8511396, 0.869302, 0.8757123, 0.86858976, 0.88247865, 0.88461536, 0.88390315, 0.89316237, 0.89387465, 0.9017094, 0.89992875, 0.90954417, 0.9013533, 0.89992875, 0.91096866, 0.90384614, 0.9045584, 0.91168094, 0.90776354, 0.91168094, 0.9113248]",0.5,0.001,0.001
"[0.5767613649368286, 0.5637414455413818, 0.45120829343795776, 0.329276442527771, 0.47936245799064636, 0.27134355902671814, 0.5024531483650208, 0.5057070255279541, 0.840903103351593, 0.328054815530777, 0.40604743361473083, 0.644730806350708, 1.0579675436019897, 0.6928775906562805, 0.5814315676689148, 0.6036287546157837, 0.425520122051239, 0.35976889729499817, 0.6518532633781433, 0.4448774456977844, 0.5588404536247253, 0.6475445628166199, 0.37068912386894226, 1.2150975465774536, 0.5056289434432983]","[0.7917261123657227, 0.820256769657135, 0.8188302516937256, 0.8730385303497314, 0.8388017416000366, 0.835948646068573, 0.8231098651885986, 0.8445078730583191, 0.8116976022720337, 0.8473609089851379, 0.840228259563446, 0.8259629011154175, 0.7845934629440308, 0.8345221281051636, 0.8459343910217285, 0.851640522480011, 0.8330955505371094, 0.8273894190788269, 0.840228259563446, 0.8502140045166016, 0.8273894190788269, 0.8573466539382935, 0.8530670404434204, 0.7960057258605957, 0.835948646068573]","[0.8017290665043725, 0.43681182472454516, 0.39206078699511343, 0.389673946420012, 0.370714663185625, 0.3450246561966051, 0.34962733111150585, 0.3494214223660635, 0.34336613538937694, 0.34454095397579704, 0.38029820839224376, 0.3651432301583793, 0.36812445648715025, 0.33392385599280355, 0.3298068666390204, 0.37874130951373325, 0.3405263664630743, 0.3378895731733056, 0.3446548030926631, 0.35337580744697156, 0.32883408300557365, 0.3579197193143035, 0.36331078325241717, 0.3482948066162588, 0.34461285347952125]","[0.7136752, 0.8504273, 0.86609685, 0.8696581, 0.87464386, 0.88141024, 0.88710827, 0.8896011, 0.88461536, 0.8831909, 0.8767806, 0.87927353, 0.894943, 0.89779204, 0.89529914, 0.8874644, 0.8981481, 0.8942308, 0.89102566, 0.8960114, 0.9002849, 0.89529914, 0.89529914, 0.900641, 0.89245015]",0.5,0.001,0.005
"[1.2324174642562866, 0.8122223615646362, 0.7011677026748657, 0.6767240762710571, 0.539432942867279, 0.5733617544174194, 0.5850610136985779, 0.5012764930725098, 0.5359441041946411, 0.5725401043891907, 0.5295709371566772, 0.4772976040840149, 0.535581648349762, 0.5475127100944519, 0.644827127456665, 0.5733690857887268, 0.474278062582016, 0.5753015875816345, 0.6021546721458435, 0.48276659846305847, 0.4404948055744171, 0.5890140533447266, 0.6400476694107056, 0.5013022422790527, 0.47385096549987793]","[0.6162624955177307, 0.7360913157463074, 0.7589158415794373, 0.7974322438240051, 0.815977156162262, 0.8302425146102905, 0.8031383752822876, 0.8316690325737, 0.8330955505371094, 0.8416547775268555, 0.8316690325737, 0.8459343910217285, 0.8373751640319824, 0.8445078730583191, 0.835948646068573, 0.8373751640319824, 0.8416547775268555, 0.8459343910217285, 0.8530670404434204, 0.851640522480011, 0.8430812954902649, 0.8388017416000366, 0.8416547775268555, 0.867332398891449, 0.8530670404434204]","[1.8383014195325367, 1.097220185135844, 0.8484694616407411, 0.721540178668465, 0.6611214193523439, 0.5948512112652814, 0.573521318768504, 0.550284814800632, 0.5284385285486183, 0.5117707072499811, 0.5017862584855821, 0.4861670049846682, 0.47206780407843085, 0.4665157355134643, 0.4460544744108477, 0.4491732782787747, 0.4309020800638063, 0.43148802403371217, 0.4348720009849961, 0.41866177770486923, 0.4175988730372187, 0.4049921319355652, 0.40696537588057013, 0.39772516777712397, 0.3970219039509439]","[0.3287037, 0.6406695, 0.7453704, 0.7991453, 0.8101852, 0.8425926, 0.8425926, 0.849359, 0.8639601, 0.86538464, 0.86467236, 0.87393165, 0.87713677, 0.875, 0.88247865, 0.8803419, 0.8903134, 0.8903134, 0.8928063, 0.89529914, 0.8888889, 0.9020655, 0.8917379, 0.89636755, 0.900641]",0.5,0.01,0.0005
"[0.7437676787376404, 0.6210635304450989, 0.5826178193092346, 0.5768111944198608, 0.44296562671661377, 0.4633602499961853, 0.509953498840332, 0.6588882207870483, 0.622971773147583, 0.5123624205589294, 0.5164193511009216, 0.5071417689323425, 0.6669511795043945, 0.535942554473877, 0.4654417932033539, 0.53101646900177, 0.5980058312416077, 0.5909826159477234, 0.6801090836524963, 0.4656195044517517, 0.33997082710266113, 0.5448910593986511, 0.32926276326179504, 0.3643971085548401, 0.5388610363006592]","[0.7717546224594116, 0.8216832876205444, 0.8416547775268555, 0.8530670404434204, 0.8573466539382935, 0.8345221281051636, 0.8701854348182678, 0.8430812954902649, 0.8630527853965759, 0.835948646068573, 0.8616262674331665, 0.8502140045166016, 0.8473609089851379, 0.8302425146102905, 0.8544935584068298, 0.8416547775268555, 0.8701854348182678, 0.867332398891449, 0.871612012386322, 0.8430812954902649, 0.8601996898651123, 0.8687589168548584, 0.8644793033599854, 0.8273894190788269, 0.8544935584068298]","[1.379206871035432, 0.7575476079584866, 0.617390968011655, 0.5750521239731726, 0.5208455330965526, 0.4967086887427545, 0.4777677257855733, 0.4562139118838514, 0.4322873184993396, 0.4350483559305512, 0.4199959314786471, 0.41352453547665197, 0.41534869045953127, 0.3904382639121466, 0.3896627234257864, 0.393984936835759, 0.37198821100753937, 0.38747626738330915, 0.3748179928020195, 0.3879435410526743, 0.370248485494543, 0.3680641569642939, 0.38530375271441253, 0.38224853817214316, 0.3749476413101892]","[0.5067664, 0.7706553, 0.8301282, 0.8368946, 0.8639601, 0.86538464, 0.8821225, 0.886396, 0.8881766, 0.88390315, 0.8888889, 0.8945869, 0.8942308, 0.90491456, 0.90633905, 0.90633905, 0.91168094, 0.9074074, 0.90633905, 0.90527064, 0.90847576, 0.91239315, 0.9066951, 0.9027778, 0.90776354]",0.5,0.01,0.001
"[0.8418602347373962, 0.5001903176307678, 0.462999165058136, 0.5352399945259094, 0.5177577137947083, 0.5755125284194946, 0.5289930105209351, 0.5916003584861755, 0.6358838677406311, 0.7782790660858154, 0.712661623954773, 0.4660654664039612, 0.6531274318695068, 0.541153609752655, 0.8077340126037598, 0.5979616045951843, 0.6648728251457214, 0.4905610680580139, 0.5866987705230713, 0.6583932638168335, 0.9171106219291687, 0.551088273525238, 0.7331679463386536, 0.7811545133590698, 0.5697168111801147]","[0.773181140422821, 0.855920135974884, 0.8316690325737, 0.8616262674331665, 0.8459343910217285, 0.800285279750824, 0.8330955505371094, 0.855920135974884, 0.8587731719017029, 0.8601996898651123, 0.7945791482925415, 0.820256769657135, 0.840228259563446, 0.8174037337303162, 0.8017118573188782, 0.8544935584068298, 0.7874464988708496, 0.8288159966468811, 0.8174037337303162, 0.8502140045166016, 0.8373751640319824, 0.8744650483131409, 0.8416547775268555, 0.8088445067405701, 0.8330955505371094]","[0.9574874734606837, 0.5965912841324114, 0.5261436865540312, 0.4894626159274001, 0.49314491633336427, 0.4991813952426965, 0.467176401801938, 0.49774868569822395, 0.4683272602551343, 0.4855893653342527, 0.5063459414702195, 0.5027267347034227, 0.49090209781614125, 0.4819566320489954, 0.4799930400658197, 0.46763256913915996, 0.5146536005188597, 0.5256087375841929, 0.5205449062874514, 0.5077786010894341, 0.5279887788995379, 0.4785882448538756, 0.47883433646965573, 0.45959525060789536, 0.5173008351923734]","[0.70584047, 0.83511394, 0.86289173, 0.87606835, 0.87464386, 0.866453, 0.87998575, 0.8717949, 0.8817664, 0.8774929, 0.8735755, 0.8703704, 0.8717949, 0.875, 0.87856126, 0.88390315, 0.866453, 0.857906, 0.87606835, 0.8735755, 0.8596866, 0.87606835, 0.8774929, 0.8906695, 0.86538464]",0.5,0.01,0.005
